,Name,CanonSmiles,logp,mw,tpsa,n_hba,n_hbd,ro5,pfizer_rule_passed,gsk_rule_passed,goldentriangle_rule_passed,qed,sascore,sascore,mce18,npscore,qed_passed,sascore_passed,fsp3_passed,mce18_passed,pains_Disposed,pains_MatchedAtoms,pains_MatchedNames,alarmnmr_Disposed,alarmnmr_MatchedAtoms,alarmnmr_MatchedNames,bms_Disposed,bms_MatchedAtoms,bms_MatchedNames,chelator_Disposed,chelator_MatchedAtoms,chelator_MatchedNames
2983,5-Chloro-1h-Indole-2-Carboxylic Acid{[Cyclopentyl-(2-Hydroxy-Ethyl)-Carbamoyl]-Methyl}-Amide,O=C(NCC(=O)N(CCO)C1CCCC1)c1cc2cc(Cl)ccc2[nH]1,2.3145999999999995,363.134969244,85.43,3,3,5,True,True,True,0.735822166239844,2.3913225254507484,0.4444444444444444,40.53846153846154,-1.6547390333632404,True,True,True,False,Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-']
2984,Thiarsa Dihydroxy Cysteine,N[C@@H](CS[As](O)O)C(=O)O,-1.899,228.93900023600003,103.78000000000002,5,4,5,True,True,True,0.41971240277094896,4.540537360671796,0.6666666666666666,3.0,0.5709402045740599,False,True,True,False,Accepted,['-'],['-'],Rejected,"[((3, 2, 1, 7, 8),)]",['SCCC=O'],Rejected,"[((4,),)]",['contains_metal'],Accepted,['-'],['-']
2985,L-naphthyl-1-acetamido boronic acid alanine,CC(=O)N[C@@H](Cc1cccc2ccccc12)[B-](O)(O)OC[C@H](N)C(=O)O,-0.22180000000000027,361.15764040390997,142.10999999999999,6,5,4,True,True,True,0.4091976942505411,3.8223063730299973,0.29411764705882354,32.0,-0.023632663292921942,False,True,False,False,Accepted,['-'],['-'],Accepted,['-'],['-'],Rejected,"[((16,),), ((4, 16),)]","['bad_boron', 'boron_warhead']",Accepted,['-'],['-']
2986,4-Deoxy-4-Amino-Beta-D-Glucose,N[C@H]1[C@H](O)[C@@H](O)[C@H](O)O[C@@H]1CO,-3.2550000000000003,179.079372516,116.17000000000002,6,5,5,True,True,False,0.2884398980046361,3.982405079308764,1.0,22.666666666666668,2.2470998859455413,False,True,True,False,Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-']
2987,3-Phosphono-D-alanine,N[C@H](CP(=O)(O)O)C(=O)O,-1.4240000000000002,169.01400898600002,120.85000000000001,3,4,5,True,True,False,0.3843449128778775,3.389068591441026,0.6666666666666666,5.0,0.8012502153101602,False,True,True,False,Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-']
2988,9-Methyl Uric Acid,Cn1c(=O)[nH]c2c(=O)[nH]c(=O)[nH]c21,-1.7568000000000001,182.043990052,103.50999999999999,4,3,5,True,True,False,0.44935211819186743,2.8918520577011346,0.16666666666666666,12.0,-0.6936780770868153,False,True,False,False,Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-']
2989,"1-Methyl-3-Oxo-1,3-Dihydro-Benzo[C]Isothiazole-5-Sulfonic Acid Amide",Cn1sc(=O)c2cc(S(N)(=O)=O)ccc21,0.24739999999999984,243.997634116,82.16,5,1,5,True,True,True,0.780112339093671,2.9533873495731466,0.125,14.0,-1.1525940860986066,True,True,False,False,Accepted,['-'],['-'],Rejected,"[((8, 10, 11, 9),)]",['S(=O)(=O)N'],Accepted,['-'],['-'],Accepted,['-'],['-']
2992,Benzylsulfonic acid,O=S(=O)(O)Cc1ccccc1,1.0744000000000002,172.019415116,54.370000000000005,2,1,5,True,True,False,0.6788268934637489,1.6423372593741519,0.14285714285714285,7.0,-0.4418662194014545,True,True,False,False,Accepted,['-'],['-'],Rejected,"[((1, 0, 2),)]",['S(=O)(=O)'],Accepted,['-'],['-'],Accepted,['-'],['-']
2993,Phenylphosphate,O=P([O-])([O-])Oc1ccccc1,-0.10590000000000077,171.99364242982003,72.42,4,0,5,True,True,False,0.5833208092234733,2.814908028604922,0.0,7.0,-0.26603260946027274,False,True,False,False,Accepted,['-'],['-'],Rejected,"[((4, 5, 6, 7, 8, 9, 10),)]",['c1ccccc1O'],Rejected,"[((1, 0, 4, 5),)]",['aryl_phosphonate'],Accepted,['-'],['-']
2994,N-Succinyl Phenylglycine,O=C(O)CCC(=O)N[C@@H](C(=O)O)c1ccccc1,0.7932999999999997,251.079372516,103.7,3,3,5,True,True,True,0.6931505172128427,2.213351149972498,0.25,16.0,-0.4551621429127223,True,True,False,False,Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-']
2996,2-Allyl-6-Methyl-Phenol,C=CCc1cccc(C)c1O,2.4291200000000006,148.088815004,20.23,1,1,5,True,True,False,0.6384714131340544,2.079658797835691,0.2,6.0,0.4992570057473,False,True,False,False,Accepted,['-'],['-'],Rejected,"[((10, 9, 7, 6, 5, 4, 3),)]",['c1ccccc1O'],Accepted,['-'],['-'],Accepted,['-'],['-']
2997,"4,5,6,7-Tetrachloro-3h-Isobenzofuran-1-One",O=C1OCc2c(Cl)c(Cl)c(Cl)c(Cl)c21,3.9706,269.880890024,26.3,2,0,5,False,True,True,0.405460518784644,2.8854148892264426,0.125,28.88888888888889,0.3694027374435644,False,True,False,False,Accepted,['-'],['-'],Rejected,"[((2, 1, 0),)]",['O=C1CCCCO1'],Accepted,['-'],['-'],Accepted,['-'],['-']
2998,3-deoxy-D-arabino-hexonic acid,O=C(O)[C@@H](O)C[C@H](O)[C@H](O)CO,-2.4639,180.06338810399998,118.22000000000001,5,5,5,True,True,False,0.31990872530770076,3.6269200109388624,0.8333333333333334,4.0,1.6500601944994253,False,True,True,False,Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-']
2999,7-Deaza-7-Aminomethyl-Guanine,NCc1c[nH]c2nc(N)[nH]c(=O)c12,-0.7079000000000002,179.080709908,113.57999999999998,4,4,5,True,True,False,0.4627405457117405,2.9971897500088254,0.14285714285714285,11.0,-0.0745784638321385,False,True,False,False,Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-']
3000,N(G)-Iminoethylornithine,CC(N)=NCCC[C@H](N)C(=O)O,-0.44439999999999974,173.11642672,101.7,3,3,5,True,True,False,0.2976285533108914,2.9395012080095775,0.7142857142857143,3.0,1.2526531274834,False,True,True,False,Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-']
3001,RU78300,COc1cccc(C=O)c1OP(=O)(O)O,0.9791999999999998,232.013674638,93.06,4,2,5,True,True,True,0.593251555515477,2.463371964957764,0.125,9.0,0.7179148735792066,False,True,False,False,Accepted,['-'],['-'],Rejected,"[((1, 2, 3, 4, 5, 6, 9), (10, 9, 6, 5, 4, 3, 2)), ((6, 7, 8),)]","['c1ccccc1O', '[CH]=O']",Rejected,"[((6, 7, 8),), ((11, 12, 10, 9),)]","['aldehyde', 'aryl_phosphonate']",Accepted,['-'],['-']
3002,4-[(6-Amino-4-Pyrimidinyl)Amino]Benzenesulfonamide,Nc1cc(Nc2ccc(S(N)(=O)=O)cc2)ncn1,0.44979999999999987,265.063345592,123.98999999999998,6,3,5,True,True,True,0.7397177269292536,2.1617178875303757,0.0,13.0,-1.325778180410094,True,True,False,False,Accepted,['-'],['-'],Rejected,"[((9, 11, 12, 10),), ((0, 1, 2, 3, 15, 16, 17), (4, 3, 2, 1, 17, 16, 15), (4, 5, 6, 7, 8, 13, 14))]","['S(=O)(=O)N', 'c1ccccc1N']",Accepted,['-'],['-'],Accepted,['-'],['-']
3003,L-Leucyl-Hydroxylamine,CC(C)C[C@H](N)C(=O)NO,-0.13480000000000036,146.105527688,75.35000000000001,3,3,5,True,True,False,0.3830992528810524,2.7671552068256418,0.8333333333333334,3.0,0.42876577609794,False,True,True,False,Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-'],Rejected,"[((4, 6, 7, 8, 9),), ((4, 6, 7, 8, 9),)]","['G1', 'G1*']"
3004,N-cyclohexyltaurine,O=S(=O)(O)CCNC1CCCCC1,0.7964999999999998,207.092914404,66.4,3,2,5,True,True,True,0.6690367806101591,2.1420089807780567,1.0,12.25,0.042967936416715306,False,True,True,False,Accepted,['-'],['-'],Rejected,"[((1, 0, 2),)]",['S(=O)(=O)'],Accepted,['-'],['-'],Accepted,['-'],['-']
3007,Brivudine,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1/C=C/Br,-0.45710000000000006,332.00078361600004,104.55000000000001,6,3,5,True,True,True,0.6945612204028229,3.850417215540748,0.45454545454545453,45.5,1.1374943613292103,True,True,True,True,Accepted,['-'],['-'],Rejected,"[((16, 17, 18),)]",['C=CCl'],Accepted,['-'],['-'],Accepted,['-'],['-']
3008,Cephalosporin C,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CCC[C@@H](N)C(=O)O)[C@H]2SC1,-1.129699999999996,415.104935632,176.32999999999998,8,4,4,True,False,True,0.2660852874613771,3.598406301885996,0.5625,38.080000000000005,0.6800918322894035,False,True,True,False,Accepted,['-'],['-'],Rejected,"[((26, 25, 13, 11, 12),), ((25, 26, 27),)]","['SCCC=O', 'CSC']",Rejected,"[((11, 12, 13, 25, 10),)]",['betalactam'],Accepted,['-'],['-']
3009,5-fluorotryptophan,N[C@@H](Cc1c[nH]c2ccc(F)cc12)C(=O)O,1.2614000000000003,222.080455812,79.11,2,3,5,True,True,True,0.7310504873269676,2.485987210603355,0.18181818181818182,24.0,-0.1975998267016687,True,True,False,False,Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-']
3011,"1,4-Dioxane",C1COCCO1,0.03320000000000001,88.052429496,18.46,2,0,5,True,True,False,0.4157492501598946,2.231084394440007,1.0,6.0,-0.8172583803451666,False,True,True,False,Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-']
3013,6-Hydro-1-Methyladenosine-5'-Monophosphate,Cn1cnc2c(ncn2[C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c1=N,-2.02223,361.07873448199996,175.94,10,5,4,True,True,False,0.3846253367410236,4.127077425378352,0.5454545454545454,72.88235294117648,1.1328129797501498,False,True,True,True,Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-']
3014,"(2S)-2-Ammonio-3-[5-(2-methyl-2-propanyl)-3-oxido-1,2-oxazol-4-yl]propanoate",CC(C)(C)c1onc([O-])c1C[C@H]([NH3+])C(=O)[O-],-2.0513999999999974,227.10373053991,116.86000000000001,5,1,5,True,True,False,0.6373196097055025,5.098399388669192,0.6,22.0,-0.4749740103727249,False,True,True,False,Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-']
3015,3-Amino-Alanine,NC[C@H](N)C(=O)O,-1.6429999999999998,104.058577496,89.34,3,3,5,True,True,False,0.391559123960563,2.9835148927375545,0.6666666666666666,2.0,1.3092325999688001,False,True,True,False,Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-']
3017,Dexpropranolol,CC(C)NC[C@@H](O)COc1cccc2ccccc12,2.5775000000000006,259.157228912,41.489999999999995,3,2,5,True,True,True,0.8375057924076362,2.2996622708541317,0.375,22.0,-0.47046606363298776,True,True,False,False,Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-']
3023,2-Pyridinethiol,Sc1ccccn1,1.3702999999999996,111.01427016,12.89,2,1,5,True,True,False,0.49879231629580867,2.8682358942163866,0.0,4.0,-1.2071923634795858,False,True,False,False,Accepted,['-'],['-'],Rejected,"[((1, 0),)]",['[SH]'],Accepted,['-'],['-'],Accepted,['-'],['-']
3026,"5,6-Cyclic-Tetrahydropteridine",Nc1nc(=O)c2c([nH]1)NC[C@@H]1COC(=O)N21,-0.8972000000000004,223.070539148,113.33999999999999,6,3,5,True,True,True,0.5250677482419418,3.758239238575383,0.375,56.72727272727273,0.3322520631259689,False,True,False,True,Accepted,['-'],['-'],Rejected,"[((12, 13, 14),)]",['O=C1CCCCO1'],Accepted,['-'],['-'],Accepted,['-'],['-']
3027,(4-sulfamoyl-phenyl)-thiocarbamic acid O-(2-thiophen-3-yl-ethyl) ester,NS(=O)(=O)c1ccc(NC(=S)OCCc2ccsc2)cc1,2.3516000000000004,342.016655308,81.42,5,2,5,True,True,True,0.8153305081963068,2.363991990705964,0.15384615384615385,13.0,-2.0984397183824433,True,True,False,False,Accepted,['-'],['-'],Rejected,"[((16, 17, 18),), ((1, 2, 3, 0),), ((8, 7, 6, 5, 4, 20, 19),)]","['c1sccc1', 'S(=O)(=O)N', 'c1ccccc1N']",Accepted,['-'],['-'],Accepted,['-'],['-']
3028,(+)-1-bromo-2-propanol,CC(O)CBr,0.7621,137.968026944,20.23,1,1,5,True,True,False,0.5314386659035889,3.155903481179749,1.0,1.0,0.6549871183743401,False,True,True,False,Accepted,['-'],['-'],Rejected,"[((3, 4),)]",['CBr'],Rejected,"[((3, 4),)]",['primary_halide_sulfate'],Accepted,['-'],['-']
3030,1-(2-Amidinophenyl)-3-(Phenoxyphenyl)Urea,N=C(N)c1ccccc1NC(=O)Nc1ccccc1Oc1ccccc1,4.406970000000002,346.142975816,100.23,3,4,5,True,False,True,0.4065624528694043,1.9040387202328901,0.0,16.0,-0.9391358259691999,False,True,False,False,Accepted,['-'],['-'],Rejected,"[((19, 18, 17, 16, 15, 14, 13), (19, 20, 21, 22, 23, 24, 25))]",['c1ccccc1O'],Accepted,['-'],['-'],Accepted,['-'],['-']
3031,Heptyl glucoside,CCCCCCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,-0.22670000000000035,278.172938552,99.38000000000001,6,4,5,True,True,True,0.4578915406901104,3.3924222724580826,1.0,19.076923076923077,1.9080426804536046,False,True,True,False,Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-']
3032,3-Iodo-Benzyl Alcohol,OCc1cccc(I)c1,1.7834999999999999,233.954162844,20.23,1,1,5,True,True,True,0.7340793988711107,1.9136058533794031,0.14285714285714285,5.0,-0.6508258914461221,True,True,False,False,Accepted,['-'],['-'],Rejected,"[((6, 7),)]",['c1ccccc1I'],Accepted,['-'],['-'],Accepted,['-'],['-']
3033,3-[(1-Amino-2-Carboxy-Ethyl)-Hydroxy-Phosphinoyl]-2-Methyl-Propionic Acid,CC(CP(=O)(O)C(N)CC(=O)O)C(=O)O,-0.2630000000000004,239.055873798,137.92,4,4,5,True,True,True,0.46799401737195495,4.009685622388996,0.7142857142857143,7.0,0.66141340084962,False,True,True,False,Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-']
3035,4-(Acetylamino)-3-Guanidinobenzoic Acid,CC(=O)Nc1ccc(C(=O)O)cc1NC(=N)N,0.6485699999999999,236.090940244,128.3,3,5,5,True,True,True,0.3884717819550631,2.1583865818405563,0.1,9.0,-0.7356702779212471,False,True,False,False,Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-']
3036,Malate Like Intermediate,O=C(O)[CH-][C@@H](O)C(=O)[O-],-2.6139099999999993,132.00697038782002,97.66,4,2,5,True,True,False,0.4096775462746703,5.13156604317988,0.25,3.0,0.05005061543256664,False,True,False,False,Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-']
3038,Mercaptoethanol,CC(O)S,0.2545,78.013935812,20.23,2,2,5,True,True,False,0.3142581893892801,3.38467034815657,1.0,1.0,0.39100244814067503,False,True,True,False,Accepted,['-'],['-'],Rejected,"[((3, 1, 2),)]",['SCO'],Rejected,"[((2, 1, 3),)]",['non_ring_acetal'],Accepted,['-'],['-']
3039,"3,3',5,5'-tetrachlorobiphenyl-4,4'-diol",Oc1c(Cl)cc(-c2cc(Cl)c(O)c(Cl)c2)cc1Cl,5.378400000000002,321.912190152,40.46,2,2,4,False,False,False,0.7393963986276658,2.036401591028209,0.0,14.0,-0.1022352136115111,True,True,False,False,Accepted,['-'],['-'],Rejected,"[((0, 1, 2, 4, 5, 15, 16), (11, 10, 8, 7, 6, 14, 12))]",['c1ccccc1O'],Accepted,['-'],['-'],Accepted,['-'],['-']
3040,Triethyl phosphate,CCOP(=O)(OCC)OCC,2.2039999999999997,182.07079559,44.760000000000005,4,0,5,True,True,False,0.5904722914889337,2.5950247394802535,1.0,0.0,0.05144756528275456,False,True,True,False,Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-']
3041,Huperzine B,CC1=C[C@H]2Cc3[nH]c(=O)ccc3[C@]3(C1)NCCC[C@H]23,2.0921000000000003,256.15756326,44.89,2,2,5,True,True,True,0.6981580610271767,5.004931787702347,0.5625,76.44,2.015137239081531,True,True,True,True,Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-']
3042,8-Bromo-Adenosine-5'-Monophosphate,Nc1ncnc2c1nc(Br)n2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,-1.1005000000000005,424.9735964859999,186.07,10,5,4,True,False,True,0.2951134192082069,4.05092996975705,0.5,74.2,0.9186580062006958,False,True,True,True,Accepted,['-'],['-'],Rejected,"[((8, 9),)]",['c1ccccc1I'],Accepted,['-'],['-'],Rejected,"[((0, 1, 2, 3, 4, 5, 6, 7, 8, 10),)]",['C9*']
3044,Sri-9439,Cc1c(CNc2cccc3ncccc23)cnc2nc(N)nc(N)c12,2.6579199999999994,331.1545435440001,115.63,7,3,5,True,True,True,0.528241586521002,2.517678159253565,0.1111111111111111,21.0,-1.0169853247594562,False,True,False,False,Accepted,['-'],['-'],Rejected,"[((4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14),)]",['Nc1cccc2ccccc12'],Accepted,['-'],['-'],Accepted,['-'],['-']
3045,S-Arsonocysteine,N[C@@H](CS[As](=O)(O)O)C(=O)O,-2.0178000000000007,244.93391485600003,120.85000000000001,4,4,5,True,True,False,0.421731780728914,4.432559817472999,0.6666666666666666,5.0,0.5190365496127818,False,True,True,False,Accepted,['-'],['-'],Rejected,"[((3, 2, 1, 8, 9),)]",['SCCC=O'],Rejected,"[((4,),)]",['contains_metal'],Accepted,['-'],['-']
3046,2-Iminobiotin,NC1=N[C@H]2[C@H](CS[C@H]2CCCCC(=O)O)N1,0.4018999999999997,243.104147784,87.71,5,3,5,True,True,True,0.6084033334787008,4.0379484633408955,0.8,26.888888888888893,0.5968357621610687,False,True,True,False,Accepted,['-'],['-'],Rejected,"[((5, 6, 7),)]",['CSC'],Accepted,['-'],['-'],Accepted,['-'],['-']
3047,"2-(Beta-D-Glucopyranosyl)-5-Methyl-1,3,4-Oxadiazole",Cc1nnc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)o1,-2.10708,246.085186168,129.07000000000002,8,4,5,True,True,False,0.4664412903871199,3.9481465740105506,0.7777777777777778,47.125,0.9234834627178411,False,True,True,True,Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-']
3049,(S)-Mandelic acid,O=C(O)[C@@H](O)c1ccccc1,0.8046,152.04734411599998,57.53,2,2,5,True,True,False,0.6586905854079069,2.0552018687550504,0.125,12.0,0.37034756783590006,False,True,False,False,Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-']
3051,"M-(N,N,N-Trimethylammonio)-2,2,2-Trifluoro-1,1-Dihydroxyethylbenzene",C[N+](C)(C)c1cccc(C(O)(O)C(F)(F)F)c1,1.583,250.10493980009,40.46,2,2,5,True,True,True,0.6177717944017119,3.2235037911428837,0.45454545454545453,14.0,0.005693720588417674,False,True,True,False,Accepted,['-'],['-'],Accepted,['-'],['-'],Rejected,"[((10, 9, 11, 12),)]",['non_ring_ketal'],Accepted,['-'],['-']
3052,N-Acetylproline,CC(=O)N1CCC[C@H]1C(=O)O,0.08190000000000003,157.073893212,57.61,2,1,5,True,True,False,0.5861254057349462,2.3428370942192416,0.7142857142857143,18.666666666666664,-0.2795311206996182,False,True,True,False,Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-']
3053,"2-{(9as)-9a-[(1s)-1-Hydroxyethyl]-2,7-Dimethyl-9a,10-Dihydro-5h-Pyrimido[4,5-D][1,3]Thiazolo[3,2-a]Pyrimidin-8-Yl}Ethyl Trihydrogen Diphosphate",CC1=C(CCOP(=O)(O)OP(=O)(O)O)S[C@@]2([C@H](C)O)Nc3nc(C)ncc3CN12,1.6418199999999996,468.06335792400006,174.57,10,5,4,True,False,False,0.3656494411703489,4.924808341466452,0.5714285714285714,79.54545454545455,0.38987490546764475,False,True,True,True,Accepted,['-'],['-'],Rejected,"[((2, 14, 15),)]",['CSC'],Accepted,['-'],['-'],Accepted,['-'],['-']
3054,N-Dimethyl-Lysine,CN(C)CCCC[C@H](N)C(=O)O,0.13020000000000037,174.136827816,66.56,3,2,5,True,True,False,0.5616458506372022,2.4382391732701247,0.875,3.0,0.48056650082498326,False,True,True,False,Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-']
3056,N-Carbamyl-D-Methionine,CSCC[C@@H](NC(N)=O)C(=O)O,-0.13900000000000023,192.056863244,92.42,3,3,5,True,True,False,0.5649905759125106,2.5847225479599505,0.6666666666666666,3.0,-0.948105230027425,False,True,True,False,Accepted,['-'],['-'],Rejected,"[((0, 1, 2),)]",['CSC'],Accepted,['-'],['-'],Accepted,['-'],['-']
3057,"4-[3-Hydroxyanilino]-6,7-Dimethoxyquinazoline",COc1cc2ncnc(Nc3cccc(O)c3)c2cc1OC,3.0962000000000014,297.11134134,76.50000000000001,6,2,5,True,True,True,0.7703386054174645,2.021921159384558,0.125,16.0,-0.5572172613918819,True,True,False,False,Accepted,['-'],['-'],Rejected,"[((1, 2, 3, 4, 5, 17, 18, 19),), ((1, 2, 3, 4, 5, 6, 7, 8, 17, 18, 19), (20, 19, 18, 17, 8, 7, 6, 5, 4, 3, 2)), ((20, 19, 18, 17, 4, 5, 3, 2),), ((15, 14, 16, 10, 9, 11, 12, 13),), ((9, 10, 11, 12, 13, 14, 16),), ((15, 14, 13, 12, 11, 10, 16),)]","['[OH]c1cc(N)ccc1_0', 'Oc1cc2ccccc2cc1', '[OH]c1ccc(N)cc1_1', '[OH]c1cc(N)ccc1_1', 'c1ccccc1N', 'c1ccccc1O']",Accepted,['-'],['-'],Accepted,['-'],['-']
3058,Imidazole,c1c[nH]cn1,0.40969999999999995,68.037448128,28.68,1,1,5,True,True,False,0.4683433019217652,3.4494591515191315,0.0,3.0,-0.51505786507958,False,True,False,False,Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-']
3059,PF-00356231,O=C(O)C[C@@H](NC(=O)c1cc(-c2ccc(-c3ccncc3)cc2)cs1)c1ccccc1,5.422900000000005,428.11946350000005,79.29,4,2,4,True,False,False,0.4117454622215595,2.654211389906372,0.08,42.0,-0.8047862161540325,False,True,False,False,Accepted,['-'],['-'],Rejected,"[((8, 24, 23),)]",['c1sccc1'],Accepted,['-'],['-'],Accepted,['-'],['-']
3060,"5-Methyl-5-(4-Phenoxy-Phenyl)-Pyrimidine-2,4,6-Trione",CC1(c2ccc(Oc3ccccc3)cc2)C(=O)NC(=O)NC1=O,2.1025999999999994,310.095356928,84.5,4,2,5,True,True,True,0.8503410620797913,2.2831220214945436,0.11764705882352941,37.89473684210526,-0.0323782128684913,True,True,False,False,Accepted,['-'],['-'],Rejected,"[((6, 5, 4, 3, 2, 14, 13), (6, 7, 8, 9, 10, 11, 12))]",['c1ccccc1O'],Accepted,['-'],['-'],Accepted,['-'],['-']
3061,9-Aminophenanthrene,Nc1cc2ccccc2c2ccccc12,3.5752000000000015,193.089149352,26.02,1,1,5,False,True,False,0.42835853156085796,1.6358096922304899,0.0,14.0,-0.07676854794486668,False,True,False,False,Accepted,['-'],['-'],Rejected,"[((0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 14),), ((0, 1, 2, 3, 8, 9, 10, 11, 12, 13, 14),)]","['Nc1cc2ccccc2cc1', 'Nc1cccc2ccccc12']",Accepted,['-'],['-'],Accepted,['-'],['-']
3062,FR239087,C[C@H](O)[C@@H](CCc1cccc(Cl)c1Cl)[n+]1c[nH]c(C(N)=O)c1,2.2626,342.07705859609,82.99000000000001,2,3,5,True,True,True,0.7033130683052484,4.073531248337058,0.3333333333333333,28.0,-0.19702970404531361,True,True,False,False,Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-']
3063,Modified Ribosylated Glutamyl Ester,N[C@@H](CCC(=O)O[C@H]1O[C@H](CO)[C@@H](O)[C@]1(O)F)C(=O)O,-2.5420999999999987,297.085994692,159.54000000000002,8,5,4,True,True,False,0.3326037406415511,4.231116639117903,0.8,29.333333333333336,1.8751680706990292,False,True,True,False,Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-']
3064,"3-Mercapto-1-(1,3,4,9-Tetrahydro-B-Carbolin-2-Yl)-Propan-1-One",O=C(CCS)N1CCc2c([nH]c3ccccc23)C1,2.3725000000000005,260.098334132,36.1,2,2,5,True,True,True,0.7990860822683225,2.3855769644534526,0.35714285714285715,34.73684210526316,-0.897550814142628,True,True,False,False,Accepted,['-'],['-'],Rejected,"[((3, 4),), ((4, 3, 2, 1, 0),)]","['[SH]', 'SCCC=O']",Accepted,['-'],['-'],Accepted,['-'],['-']
3065,ZK-806711,CC(=N)N1CCC(Oc2ccc3[nH+]c(C)n(Cc4ccc5ccc(C(=N)N)cc5c4)c3c2)CC1,4.089760000000002,455.25538603209003,105.26,4,3,5,True,False,False,0.3117076560126438,3.364273717323888,0.2962962962962963,64.0,-0.32110952176781477,False,True,False,True,Accepted,['-'],['-'],Rejected,"[((7, 8, 31, 30, 15, 11, 10, 9),), ((7, 8, 9, 10, 11, 12, 30, 31),)]","['[OH]c1cc(N)ccc1_0', '[OH]c1ccc(N)cc1_1']",Accepted,['-'],['-'],Accepted,['-'],['-']
3066,"3,5-Diiodotyrosine",N[C@@H](Cc1cc(I)c(O)c(I)c1)C(=O)O,1.5557999999999998,432.86718914799997,83.55,3,3,5,True,False,True,0.6327331515205669,2.9938728761138087,0.2222222222222222,18.0,0.7375940737226334,False,True,False,False,Accepted,['-'],['-'],Rejected,"[((5, 6), (9, 10)), ((8, 7, 5, 4, 3, 11, 9),)]","['c1ccccc1I', 'c1ccccc1O']",Accepted,['-'],['-'],Accepted,['-'],['-']
3068,"4-Amino-1-[(1s,3r,4r,7s)-7-Hydroxy-1-(Hydroxymethyl)-2,5-Dioxabicyclo[2.2.1]Hept-3-Yl]-5-Methylpyrimidin-2(1h)-One",Cc1cn([C@@H]2O[C@@]3(CO)CO[C@@H]2[C@@H]3O)c(=O)nc1N,-1.8464799999999983,269.10117058000003,119.83000000000001,8,3,5,True,True,True,0.576313429198017,4.9103409826903714,0.6363636363636364,67.55555555555556,1.2980317562025736,False,True,True,True,Accepted,['-'],['-'],Rejected,"[((18, 17, 16, 14, 3, 2, 1),)]",['c1ccccc1N'],Accepted,['-'],['-'],Accepted,['-'],['-']
